,status_group
9933,functional
9934,non functional
9935,functional
9936,non functional
9937,functional
9938,functional
9939,non functional
9940,functional
9941,non functional
9942,functional
9943,functional
9944,functional
9945,non functional
9946,non functional
9947,functional needs repair
9948,non functional
9949,functional
9950,functional
9951,functional
9952,non functional
9953,functional
9954,functional needs repair
9955,functional
9956,functional
9957,functional
9958,functional
9959,functional
9960,functional
9961,functional
9962,functional
9963,functional
9964,non functional
9965,non functional
9966,non functional
9967,non functional
9968,functional
9969,functional
9970,non functional
9971,non functional
9972,functional
9973,functional
9974,non functional
9975,non functional
9976,functional
9977,functional
9978,functional
9979,non functional
9980,non functional
9981,functional
9982,functional
9983,non functional
9984,functional
9985,functional
9986,non functional
9987,functional
9988,non functional
9989,functional
9990,functional
9991,functional
9992,functional
9993,non functional
9994,functional
9995,functional
9996,functional
9997,non functional
9998,functional
9999,functional
10000,functional
10001,non functional
10002,non functional
10003,functional
10004,functional
10005,non functional
10006,functional
10007,functional
10008,functional
10009,functional
10010,functional
10011,non functional
10012,functional
10013,functional
10014,non functional
10015,functional
10016,non functional
10017,functional
10018,functional
10019,functional
10020,non functional
10021,non functional
10022,functional needs repair
10023,non functional
10024,functional
10025,functional
10026,functional
10027,non functional
10028,non functional
10029,non functional
10030,functional
10031,functional
10032,functional needs repair
10033,functional
10034,non functional
10035,functional
10036,functional
10037,functional
10038,functional
10039,functional
10040,non functional
10041,functional
10042,functional
10043,functional
10044,functional
10045,functional
10046,functional
10047,functional
10048,functional
10049,functional
10050,non functional
10051,functional
10052,non functional
10053,non functional
10054,functional
10055,functional
10056,functional
10057,non functional
10058,functional
10059,functional
10060,non functional
10061,functional
10062,functional
10063,functional
10064,functional
10065,non functional
10066,functional
10067,non functional
10068,functional
10069,non functional
10070,functional needs repair
10071,non functional
10072,functional
10073,functional needs repair
10074,functional
10075,non functional
10076,functional
10077,functional
10078,non functional
10079,functional
10080,non functional
10081,functional
10082,functional
10083,functional
10084,functional
10085,non functional
10086,functional
10087,non functional
10088,functional
10089,functional
10090,functional
10091,non functional
10092,functional
10093,functional
10094,functional
10095,functional
10096,non functional
10097,functional
10098,functional
10099,functional
10100,functional
10101,functional
10102,non functional
10103,functional
10104,functional
10105,functional
10106,functional
10107,non functional
10108,functional
10109,non functional
10110,functional
10111,functional
10112,non functional
10113,non functional
10114,non functional
10115,functional
10116,functional
10117,non functional
10118,non functional
10119,functional
10120,functional
10121,functional
10122,functional
10123,non functional
10124,functional
10125,functional
10126,functional
10127,non functional
10128,functional
10129,non functional
10130,functional
10131,functional
10132,functional
10133,functional
10134,functional
10135,functional
10136,functional
10137,functional
10138,functional
10139,non functional
10140,functional
10141,non functional
10142,non functional
10143,non functional
10144,functional
10145,non functional
10146,non functional
10147,functional
10148,functional
10149,functional
10150,functional
10151,functional
10152,non functional
10153,functional
10154,non functional
10155,functional
10156,functional
10157,non functional
10158,functional
10159,functional
10160,non functional
10161,functional
10162,functional
10163,non functional
10164,functional
10165,functional
10166,functional
10167,functional
10168,functional
10169,functional
10170,functional
10171,functional
10172,non functional
10173,functional
10174,functional
10175,functional
10176,functional
10177,functional
10178,functional
10179,non functional
10180,functional
10181,non functional
10182,non functional
10183,functional
10184,functional
10185,functional
10186,functional needs repair
10187,functional
10188,functional
10189,non functional
10190,functional needs repair
10191,non functional
10192,non functional
10193,functional
10194,functional
10195,functional
10196,functional
10197,functional needs repair
10198,non functional
10199,functional
10200,functional
10201,non functional
10202,functional
10203,functional
10204,functional
10205,functional
10206,functional
10207,functional
10208,functional
10209,functional
10210,functional
10211,non functional
10212,functional
10213,functional
10214,functional
10215,functional
10216,non functional
10217,functional
10218,functional
10219,functional
10220,functional
10221,non functional
10222,functional
10223,functional
10224,functional
10225,functional
10226,functional
10227,non functional
10228,functional
10229,functional
10230,functional
10231,functional
10232,functional
10233,functional
10234,non functional
10235,non functional
10236,non functional
10237,non functional
10238,functional
10239,non functional
10240,functional
10241,non functional
10242,functional
10243,non functional
10244,functional
10245,functional
10246,non functional
10247,functional
10248,non functional
10249,functional
10250,functional
10251,functional needs repair
10252,functional
10253,non functional
10254,non functional
10255,functional
10256,non functional
10257,functional
10258,non functional
10259,functional
10260,functional
10261,non functional
10262,non functional
10263,non functional
10264,functional
10265,non functional
10266,functional
10267,functional
10268,functional
10269,functional
10270,functional
10271,non functional
10272,functional
10273,non functional
10274,non functional
10275,non functional
10276,functional
10277,non functional
10278,functional
10279,functional
10280,non functional
10281,functional
